brand,3G,4G,5G,Announced,Weight,Length,Width,Diameter,Display Type,Display Size,ppi,body ratio,OS,battery_capacity,Price,CPU,pixel,Loudspeaker,3.5mm jack,Chipset,RAM,Storage,Micro-SIM,Mini-SIM,Nano-SIM,eSIM,ratio_1,ratio_2
10,True,True,True,2023,199.0,161.3,78.1,8.2,6,6.6,390.0,84.9,0,5000.0,239.99,8.0,2527200.0,False,False,4,4.0,128.0,False,False,True,False,5.0,9.0
10,True,True,False,2018,153.0,143.8,72.3,8.4,6,5.0,220.0,66.3,0,2600.0,120.0,4.0,518400.0,True,True,6,1.5,16.0,True,False,False,False,16.0,9.0
5,True,True,False,2021,169.0,160.1,74.1,7.6,3,6.57,392.0,89.3,0,3800.0,420.0,6.0,2527200.0,True,False,3,8.0,128.0,False,False,True,False,5.0,9.0
10,True,True,False,2011,132.0,130.9,69.9,9.4,6,4.5,207.0,63.0,0,1850.0,200.0,2.0,384000.0,True,True,6,1.0,16.0,False,True,False,False,5.0,3.0
10,True,True,False,2014,158.0,144.0,74.0,8.9,6,5.1,432.0,67.3,0,2800.0,300.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
5,True,True,False,2019,196.8,163.5,77.3,8.9,1,6.59,391.0,84.3,0,4000.0,220.0,8.0,2527200.0,True,True,3,4.0,64.0,False,False,True,False,5.0,9.0
5,True,True,False,2019,196.8,163.5,77.3,8.8,1,6.59,391.0,84.3,0,4000.0,280.0,8.0,2527200.0,True,True,3,4.0,64.0,False,False,True,False,5.0,9.0
4,True,True,False,2019,170.0,156.2,74.8,8.5,1,6.2,271.0,82.1,0,3850.0,180.0,8.0,1094400.0,True,True,4,3.0,32.0,False,False,True,False,19.0,9.0
8,True,True,False,2012,137.0,117.0,62.0,11.7,7,4.0,242.0,61.3,0,1540.0,110.0,2.0,403200.0,True,True,6,1.0,4.0,False,True,False,False,16.0,9.0
8,True,True,False,2019,148.0,146.9,71.5,8.5,1,5.45,295.0,73.0,0,3000.0,140.0,4.0,1036800.0,True,True,6,2.0,16.0,False,False,True,False,18.0,9.0
7,True,False,False,2012,193.5,143.5,74.4,9.6,1,5.0,294.0,64.6,0,2250.0,290.0,4.0,921600.0,True,True,1,1.0,8.0,False,True,False,False,16.0,9.0
5,True,True,False,2017,169.0,153.9,74.9,6.9,1,5.5,401.0,72.3,0,3340.0,300.0,8.0,2073600.0,True,True,3,4.0,64.0,False,False,True,False,16.0,9.0
8,True,True,False,2014,146.8,141.0,71.6,9.8,1,5.2,424.0,73.8,0,2610.0,360.0,4.0,2073600.0,True,True,6,2.0,32.0,True,False,False,False,16.0,9.0
11,True,True,False,2020,178.0,159.0,71.0,8.7,1,6.2,295.0,79.5,0,3580.0,200.0,8.0,1209600.0,True,True,4,3.0,64.0,False,False,True,False,21.0,9.0
2,True,True,False,2016,135.0,136.5,66.7,11.2,1,4.5,218.0,61.3,0,2070.0,110.0,4.0,409920.0,True,True,6,1.0,8.0,False,False,True,False,16.0,9.0
2,True,True,False,2017,147.1,146.6,72.6,7.6,0,5.2,424.0,70.0,0,3000.0,100.0,4.0,2073600.0,True,True,6,4.0,32.0,False,False,True,False,16.0,9.0
10,True,True,False,2020,220.0,166.9,76.0,8.8,0,6.9,511.0,89.9,0,5000.0,690.0,8.0,4608000.0,False,False,6,12.0,128.0,False,False,False,True,20.0,9.0
1,True,True,False,2017,677.0,305.7,220.6,6.9,1,12.9,265.0,76.4,2,891.0,900.0,6.0,5595136.0,False,True,0,4.0,64.0,False,False,False,True,4.0,3.0
3,True,False,False,2018,126.0,141.5,73.5,8.5,1,5.2,282.0,71.7,0,2000.0,70.0,4.0,921600.0,True,True,4,1.0,16.0,False,False,True,False,16.0,9.0
7,True,False,False,2013,121.0,144.0,74.0,6.9,1,5.0,441.0,64.7,0,2000.0,420.0,4.0,2073600.0,True,True,4,2.0,16.0,True,False,False,False,16.0,9.0
5,True,True,False,2020,152.9,152.9,72.7,7.4,1,6.15,415.0,84.2,0,3340.0,360.0,8.0,2496960.0,True,True,3,6.0,128.0,False,False,True,False,3.0,9.0
8,True,True,False,2014,172.0,157.9,81.9,8.3,1,5.9,373.0,74.2,0,3200.0,310.0,4.0,2073600.0,True,True,6,3.0,16.0,True,False,False,False,16.0,9.0
12,True,True,True,2021,190.0,161.8,75.4,8.9,1,6.5,405.0,83.6,0,5000.0,170.0,8.0,2592000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
10,True,True,False,2019,420.0,244.5,159.5,5.7,6,10.5,287.0,82.5,0,7040.0,600.0,8.0,4096000.0,False,False,6,4.0,64.0,False,False,True,False,16.0,10.0
5,True,True,False,2021,175.0,160.0,73.7,7.8,3,6.57,392.0,89.9,1,4300.0,184.7,8.0,2527200.0,True,False,6,8.0,128.0,False,False,True,False,5.0,9.0
3,True,False,False,2019,185.0,159.6,76.6,9.1,1,6.0,268.0,76.0,0,2800.0,60.0,4.0,1036800.0,True,True,4,1.0,16.0,False,False,True,False,18.0,9.0
8,True,True,False,2017,150.0,155.7,79.8,7.4,1,5.7,386.0,72.1,0,3080.0,170.0,8.0,2073600.0,True,True,6,2.0,32.0,False,False,True,False,16.0,9.0
5,True,True,False,2019,168.0,158.9,76.9,8.1,1,6.26,269.0,80.0,0,4000.0,200.0,8.0,1094400.0,True,True,6,3.0,32.0,False,False,True,False,19.0,9.0
4,True,True,False,2020,160.0,147.9,71.4,8.9,7,5.45,295.0,72.6,0,3000.0,80.0,4.0,1036800.0,True,True,4,2.0,16.0,False,False,True,False,18.0,9.0
12,True,True,False,2021,198.0,163.3,77.0,9.1,1,6.53,395.0,83.2,0,5000.0,100.0,8.0,2527200.0,True,True,4,4.0,64.0,False,False,True,False,5.0,9.0
13,True,True,False,2014,130.0,140.3,69.2,6.9,1,5.0,441.0,71.0,0,2400.0,330.0,4.0,2073600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
7,False,False,False,2014,327.0,198.0,119.8,10.5,1,7.0,170.0,58.1,0,3500.0,80.0,4.0,614400.0,True,True,4,1.0,8.0,True,False,False,False,16.0,9.0
5,True,True,False,2019,163.0,157.4,73.2,7.8,3,6.3,418.0,83.2,0,4000.0,200.0,8.0,2592000.0,True,True,3,6.0,64.0,False,False,True,False,20.0,9.0
12,True,True,True,2022,190.0,161.8,75.3,8.9,1,6.5,405.0,83.7,0,5000.0,150.0,8.0,2592000.0,True,True,4,4.0,128.0,False,False,True,False,20.0,9.0
10,True,True,False,2013,510.0,243.1,176.1,8.0,7,10.1,149.0,69.1,0,6800.0,290.0,2.0,1024000.0,False,True,2,1.0,16.0,True,False,False,False,16.0,10.0
11,True,True,False,2015,144.0,146.0,72.0,6.9,1,5.2,424.0,70.9,0,2930.0,290.0,8.0,2073600.0,False,True,6,3.0,32.0,False,False,True,False,16.0,9.0
5,True,False,False,2010,500.0,209.0,108.0,15.5,7,7.0,133.0,61.8,0,2200.0,70.0,5.847807757166947,384000.0,False,True,6,0.25,8.0,False,True,False,False,5.0,3.0
11,True,True,False,2018,221.0,163.0,80.0,9.5,1,6.0,367.0,76.1,0,3580.0,260.0,8.0,2073600.0,True,True,6,4.0,32.0,False,False,True,False,16.0,9.0
5,True,True,False,2020,176.0,159.8,76.1,8.1,1,6.39,269.0,82.4,0,4000.0,140.0,8.0,1123200.0,True,True,3,4.0,64.0,False,False,True,False,5.0,9.0
3,True,True,False,2018,184.0,152.4,71.7,8.1,1,5.7,282.0,76.7,0,3000.0,120.0,8.0,1036800.0,True,True,4,3.0,32.0,False,False,True,False,18.0,9.0
10,True,True,False,2015,146.0,142.1,71.8,7.9,6,5.0,294.0,67.5,0,2600.0,160.0,4.0,921600.0,True,True,6,1.5,8.0,True,False,False,False,16.0,9.0
4,True,True,False,2015,168.0,151.0,72.0,9.6,2,5.2,565.0,68.6,0,2840.0,480.0,8.0,3686400.0,False,True,4,3.0,32.0,False,False,True,False,16.0,9.0
13,True,True,True,2021,186.0,163.6,75.3,7.9,0,6.67,395.0,87.2,0,4200.0,400.0,8.0,2592000.0,True,False,6,6.0,128.0,False,False,True,False,20.0,9.0
2,True,True,False,2018,175.0,157.9,75.5,8.5,1,6.26,403.0,82.0,0,5000.0,370.0,8.0,2462400.0,True,True,6,3.0,32.0,False,False,True,False,19.0,9.0
13,True,True,True,2021,198.0,161.8,73.0,8.5,0,6.67,395.0,90.9,0,4200.0,640.0,8.0,2592000.0,False,False,6,8.0,256.0,False,False,True,False,20.0,9.0
4,True,True,False,2014,160.0,150.1,72.7,9.6,2,5.0,294.0,63.2,0,2100.0,180.0,4.0,921600.0,False,True,6,1.0,8.0,True,False,False,False,16.0,9.0
10,True,False,False,2013,130.4,122.0,63.5,12.7,7,4.0,233.0,58.8,0,1750.0,140.0,5.847807757166947,384000.0,True,True,6,0.5,4.0,False,True,False,False,5.0,3.0
8,True,True,False,2020,186.0,165.0,76.7,8.4,1,6.6,266.0,83.1,0,4000.0,240.0,8.0,1152000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
5,True,True,False,2019,150.0,156.3,73.5,8.0,1,6.09,282.0,79.2,0,3020.0,120.0,4.0,1123200.0,True,True,4,3.0,32.0,False,False,True,False,5.0,9.0
12,True,True,False,2017,165.0,151.0,76.0,8.5,1,5.5,401.0,72.7,0,4100.0,150.0,8.0,2073600.0,True,True,6,3.0,32.0,False,False,True,False,16.0,9.0
13,True,True,True,2021,220.0,169.9,77.2,9.7,0,6.8,387.0,85.1,0,5050.0,960.0,8.0,2592000.0,False,True,6,12.0,128.0,False,False,True,False,20.0,9.0
12,True,True,True,2023,193.0,162.2,75.7,8.5,0,6.67,446.0,87.5,0,5000.0,465.7,8.0,3308640.0,False,False,4,8.0,256.0,False,False,False,True,20.0,9.0
10,True,False,False,2013,510.0,243.1,176.1,8.0,7,10.1,149.0,69.1,0,6800.0,330.0,2.0,1024000.0,False,True,2,1.0,16.0,True,False,False,False,16.0,10.0
9,True,True,False,2018,177.0,140.9,73.0,7.5,3,5.5,534.0,81.1,0,3260.0,1010.0,8.0,3686400.0,True,False,6,6.0,128.0,False,False,True,False,16.0,9.0
5,True,True,False,2016,135.0,143.8,72.0,8.9,1,5.0,294.0,66.6,0,2200.0,110.0,4.0,921600.0,True,True,4,1.0,8.0,True,False,False,False,16.0,9.0
4,True,True,False,2013,120.0,132.1,66.0,9.9,1,4.3,217.0,60.4,1,1800.0,170.0,2.0,384000.0,False,True,6,1.0,8.0,True,False,False,False,5.0,3.0
5,True,True,False,2018,166.0,157.0,73.7,7.3,1,6.3,409.0,84.2,0,3750.0,350.0,8.0,2527200.0,True,True,3,6.0,64.0,False,False,True,False,5.0,9.0
10,True,True,True,2021,227.0,165.1,75.6,8.9,0,6.8,515.0,89.8,0,5000.0,422.0,8.0,4608000.0,False,False,6,12.0,128.0,False,False,False,True,20.0,9.0
2,True,False,False,2015,280.0,196.0,110.6,7.9,1,7.0,170.0,63.6,0,3950.0,160.0,2.0,614400.0,True,True,2,1.0,8.0,True,False,False,False,16.0,9.0
12,True,True,True,2020,196.0,164.3,74.6,8.1,0,6.81,515.0,91.4,0,4600.0,211.82,8.0,4608000.0,False,False,6,6.0,128.0,False,False,True,False,20.0,9.0
10,True,False,False,2011,114.7,115.5,59.8,11.5,7,3.7,252.0,56.4,0,1500.0,160.0,5.847807757166947,384000.0,True,True,6,0.5,2.0,False,True,False,False,5.0,3.0
11,True,True,True,2023,182.0,154.0,68.0,8.6,3,6.1,449.0,83.0,0,5000.0,894.9,8.0,2721600.0,False,True,6,8.0,128.0,False,False,False,True,21.0,9.0
10,True,True,False,2013,338.0,210.8,135.9,8.0,7,8.0,189.0,64.8,0,4600.0,320.0,4.0,1024000.0,False,True,1,2.0,16.0,True,False,False,False,16.0,10.0
13,True,True,False,2022,214.3,168.0,77.5,9.4,1,6.75,260.0,84.5,0,6000.0,130.0,8.0,1152000.0,True,True,7,4.0,128.0,False,False,True,False,20.0,9.0
12,True,True,False,2016,144.0,139.3,69.6,8.5,1,5.0,294.0,71.1,0,4100.0,170.0,8.0,921600.0,True,True,6,2.0,32.0,False,False,True,False,16.0,9.0
5,True,True,False,2014,124.0,139.8,68.8,6.5,1,5.0,441.0,71.7,0,2500.0,250.0,4.0,2073600.0,True,True,3,2.0,16.0,False,False,True,False,16.0,9.0
3,True,False,False,2013,144.0,133.0,65.0,12.0,7,4.5,218.0,64.5,0,2000.0,100.0,4.0,409920.0,True,True,4,0.5,4.0,False,True,False,False,16.0,9.0
10,True,False,False,2014,162.5,148.4,77.4,8.6,6,5.5,267.0,72.6,0,3100.0,410.0,4.0,921600.0,True,True,6,2.0,16.0,True,False,False,False,16.0,9.0
4,True,True,False,2018,157.5,158.2,76.6,8.4,1,6.0,268.0,76.7,0,2965.0,170.0,8.0,1036800.0,True,True,6,3.0,32.0,False,False,True,False,18.0,9.0
7,True,True,False,2022,198.0,165.1,75.7,9.1,1,6.5,270.0,81.6,0,5000.0,200.0,8.0,1152000.0,True,True,7,4.0,64.0,False,False,True,False,20.0,9.0
10,True,True,False,2016,149.0,142.3,72.1,8.5,7,5.0,294.0,67.2,0,2600.0,120.0,4.0,921600.0,True,True,1,2.0,16.0,True,False,False,False,16.0,9.0
12,True,True,False,2019,205.0,163.6,75.0,8.8,0,6.39,403.0,81.7,0,4000.0,400.0,8.0,2527200.0,False,False,6,6.0,128.0,False,False,True,False,5.0,9.0
5,True,True,False,2020,206.0,165.7,76.9,9.3,1,6.67,395.0,84.3,0,5000.0,160.0,8.0,2592000.0,True,True,3,4.0,128.0,False,False,True,False,20.0,9.0
3,True,True,False,2017,152.0,142.0,69.6,8.7,1,5.0,441.0,69.7,0,3000.0,170.0,8.0,2073600.0,True,True,6,4.0,64.0,False,False,True,False,16.0,9.0
7,True,True,False,2015,140.0,152.6,76.2,8.0,1,5.5,401.0,71.7,0,2900.0,190.0,8.0,2073600.0,True,True,4,2.0,16.0,True,False,False,False,16.0,9.0
2,True,True,False,2014,595.0,257.4,178.4,9.9,1,10.1,224.0,64.4,0,6600.0,400.0,4.0,2304000.0,False,True,2,2.0,16.0,True,False,False,False,16.0,10.0
1,True,True,True,2021,682.0,280.6,214.9,6.4,5,12.9,265.0,85.4,2,10758.0,1200.0,8.0,5595136.0,False,False,0,8.0,128.0,False,False,False,True,4.0,3.0
13,True,True,True,2022,235.0,166.3,77.1,10.0,0,6.8,387.0,87.1,0,5000.0,780.0,8.0,2592000.0,False,True,6,12.0,256.0,False,False,True,False,20.0,9.0
3,True,True,False,2018,187.0,149.0,72.9,7.9,1,5.9,285.0,80.0,0,3000.0,170.0,8.0,1094400.0,True,True,4,3.0,32.0,False,False,True,False,19.0,9.0
4,True,True,False,2022,530.0,241.5,160.3,8.4,1,10.1,224.0,76.4,0,7000.0,300.0,8.0,2304000.0,False,True,7,8.0,128.0,False,False,True,False,16.0,10.0
9,True,False,False,2012,160.0,127.8,68.5,11.5,0,4.3,217.0,60.1,1,1830.0,160.0,5.847807757166947,384000.0,True,True,6,0.5,16.0,True,False,False,False,5.0,3.0
13,True,True,False,2017,170.0,147.5,72.7,8.5,1,5.73,403.0,81.7,0,3100.0,360.0,8.0,2203200.0,True,False,6,6.0,64.0,False,False,True,False,17.0,9.0
5,True,True,False,2018,189.0,157.8,72.3,8.6,3,6.39,538.0,87.9,0,4200.0,800.0,8.0,4492800.0,False,False,3,6.0,128.0,False,False,True,False,5.0,9.0
9,True,True,False,2019,180.0,157.2,76.5,8.0,1,6.39,400.0,83.9,0,3500.0,290.0,8.0,2501280.0,True,True,6,6.0,64.0,False,False,True,False,3.0,9.0
10,True,True,False,2015,265.0,198.6,134.8,5.6,6,8.0,320.0,74.0,0,4000.0,290.0,8.0,3145728.0,True,True,6,3.0,32.0,False,False,True,False,4.0,3.0
8,True,True,False,2016,118.0,147.5,73.6,6.9,1,5.2,424.0,68.7,0,2520.0,210.0,8.0,2073600.0,True,True,4,2.0,16.0,False,False,True,False,16.0,9.0
10,True,True,True,2022,567.0,285.0,185.0,5.7,6,12.4,266.0,84.6,0,10090.0,950.0,8.0,4905600.0,False,False,6,8.0,128.0,False,False,True,False,16.0,10.0
13,True,True,True,2020,210.0,171.7,78.5,9.1,0,6.65,388.0,80.5,0,5100.0,310.0,8.0,2527200.0,True,False,6,6.0,128.0,False,False,True,False,5.0,9.0
1,True,True,False,2016,138.0,138.3,67.1,7.1,1,4.7,326.0,65.6,2,1960.0,180.0,4.0,1000500.0,False,False,0,2.0,32.0,False,False,True,False,16.0,9.0
10,True,True,False,2019,157.0,149.9,70.4,7.8,0,6.1,550.0,88.3,0,3400.0,194.38,8.0,4377600.0,False,True,6,6.0,128.0,False,False,True,False,19.0,9.0
2,True,True,False,2017,306.0,204.0,133.9,6.9,1,7.9,324.0,70.8,0,4680.0,210.0,8.0,3145728.0,False,True,6,3.0,16.0,False,False,True,False,4.0,3.0
12,True,True,False,2020,194.0,164.9,77.1,9.0,1,6.53,269.0,81.0,0,5000.0,110.0,8.0,1152000.0,True,True,4,4.0,64.0,False,False,True,False,20.0,9.0
4,True,False,False,2010,170.0,122.0,66.0,13.0,7,4.3,217.0,65.4,0,1500.0,90.0,5.847807757166947,384000.0,True,True,6,0.5,1.0,False,True,False,False,5.0,3.0
7,True,True,False,2019,164.0,156.6,74.3,7.9,1,6.3,409.0,83.7,0,4050.0,160.0,8.0,2527200.0,True,True,6,4.0,64.0,False,False,True,False,5.0,9.0
10,True,True,False,2014,136.9,132.9,66.0,9.9,7,4.5,245.0,63.6,0,2100.0,160.0,4.0,518400.0,True,True,6,1.5,16.0,True,False,False,False,16.0,9.0
12,True,True,True,2023,209.0,160.9,75.0,8.2,3,6.67,526.0,89.0,0,5000.0,320.0,8.0,4608000.0,False,False,6,12.0,256.0,False,False,True,False,20.0,9.0
11,True,True,False,2015,187.0,164.2,79.6,8.2,1,6.0,367.0,75.9,0,2930.0,200.0,8.0,2073600.0,True,True,4,2.0,16.0,False,False,True,False,16.0,9.0
8,True,False,False,2011,158.0,115.8,56.4,15.8,7,3.2,292.0,44.6,0,1500.0,70.0,5.847807757166947,384000.0,True,True,6,0.25,0.5,False,True,False,False,5.0,3.0
10,True,True,False,2014,175.0,153.5,78.6,8.5,6,5.7,515.0,74.2,0,3000.0,300.0,4.0,3686400.0,True,True,6,3.0,16.0,True,False,False,False,16.0,9.0
0,True,True,False,2013,110.0,133.5,66.8,7.4,1,4.7,312.0,68.3,0,2000.0,160.0,2.0,921600.0,True,True,4,1.0,4.0,True,False,False,False,16.0,9.0
9,True,True,False,2018,138.3,146.3,68.7,8.7,1,5.2,310.0,69.4,0,2990.0,200.0,8.0,1036800.0,True,True,4,2.0,16.0,False,False,True,False,18.0,9.0
4,True,True,False,2023,533.0,257.9,162.5,7.9,1,11.0,212.0,82.2,0,8000.0,170.0,8.0,2400000.0,True,False,4,8.0,128.0,False,False,True,False,5.0,3.0
5,True,True,False,2018,188.0,158.2,77.2,8.3,1,6.53,381.0,88.0,0,4000.0,460.0,8.0,2423520.0,False,True,3,6.0,64.0,False,False,True,False,7.0,9.0
